condition,method,comparator,mean_difference,ci_low,ci_high,t_stat,p_value,wins,ties,n
ordered,dqd,plain,-0.01664198935031891,-0.0883114228616978,0.05502744416105998,-2.9504422394116157,0.2080352961991766,2,0,2
ordered,dqd,write_trace,-0.003201708197593689,-0.0729097976030032,0.06650638120781582,-0.5835988364039341,0.6636912678752525,1,0,2
ordered,dqd,full_query_trace,0.004904903471469879,-0.029098827843851115,0.03890863478679087,1.8328196733177982,0.31796899477837076,0,0,2
