suite,task,condition,method,seed,score,eta,beta,rank
main,word,uniform,plain,10015,0.7998563051223755,0.05,0.0,4
main,word,uniform,plain,10016,0.8002510666847229,0.05,0.0,4
main,word,uniform,write_diag,10001,0.8090400695800781,0.05,1.0,4
main,word,uniform,write_diag,10002,0.8020638227462769,0.05,1.0,4
main,word,uniform,write_diag,10003,0.8075816631317139,0.05,1.0,4
main,word,uniform,write_diag,10004,0.8045628666877747,0.05,1.0,4
main,word,uniform,write_diag,10005,0.8070734739303589,0.05,1.0,4
main,word,uniform,write_diag,10006,0.8041380643844604,0.05,1.0,4
main,word,uniform,write_diag,10007,0.8068311214447021,0.05,1.0,4
main,word,uniform,write_diag,10008,0.8042808175086975,0.05,1.0,4
main,word,uniform,write_diag,10009,0.8109068870544434,0.05,1.0,4
main,word,uniform,write_diag,10010,0.8049874305725098,0.05,1.0,4
main,word,uniform,write_diag,10011,0.7969022989273071,0.05,1.0,4
main,word,uniform,write_diag,10012,0.8102113604545593,0.05,1.0,4
main,word,uniform,write_diag,10013,0.8132732510566711,0.05,1.0,4
main,word,uniform,write_diag,10014,0.7996211647987366,0.05,1.0,4
main,word,uniform,write_diag,10015,0.8015543222427368,0.05,1.0,4
main,word,uniform,write_diag,10016,0.8040937781333923,0.05,1.0,4
main,word,uniform,write_trace,10001,0.8091477155685425,0.05,1.0,2
main,word,uniform,write_trace,10002,0.8029105067253113,0.05,1.0,2
main,word,uniform,write_trace,10003,0.8078023195266724,0.05,1.0,2
main,word,uniform,write_trace,10004,0.8059020638465881,0.05,1.0,2
main,word,uniform,write_trace,10005,0.8082058429718018,0.05,1.0,2
main,word,uniform,write_trace,10006,0.8050938248634338,0.05,1.0,2
main,word,uniform,write_trace,10007,0.8080868721008301,0.05,1.0,2
main,word,uniform,write_trace,10008,0.805478036403656,0.05,1.0,2
main,word,uniform,write_trace,10009,0.812778890132904,0.05,1.0,2
main,word,uniform,write_trace,10010,0.8052712082862854,0.05,1.0,2
main,word,uniform,write_trace,10011,0.7972663640975952,0.05,1.0,2
main,word,uniform,write_trace,10012,0.8083333373069763,0.05,1.0,2
main,word,uniform,write_trace,10013,0.8148753643035889,0.05,1.0,2
main,word,uniform,write_trace,10014,0.7995797991752625,0.05,1.0,2
main,word,uniform,write_trace,10015,0.8017330169677734,0.05,1.0,2
main,word,uniform,write_trace,10016,0.8056489825248718,0.05,1.0,2
main,word,uniform,dqd,10001,0.8098133206367493,0.05,1.0,8
main,word,uniform,dqd,10002,0.8029922842979431,0.05,1.0,8
main,word,uniform,dqd,10003,0.8082342743873596,0.05,1.0,8
main,word,uniform,dqd,10004,0.8060516715049744,0.05,1.0,8
main,word,uniform,dqd,10005,0.8074150681495667,0.05,1.0,8
main,word,uniform,dqd,10006,0.8050822019577026,0.05,1.0,8
main,word,uniform,dqd,10007,0.8090792894363403,0.05,1.0,8
main,word,uniform,dqd,10008,0.8051090240478516,0.05,1.0,8
main,word,uniform,dqd,10009,0.8127535581588745,0.05,1.0,8
main,word,uniform,dqd,10010,0.8051562905311584,0.05,1.0,8
main,word,uniform,dqd,10011,0.7973918318748474,0.05,1.0,8
main,word,uniform,dqd,10012,0.8106778860092163,0.05,1.0,8
main,word,uniform,dqd,10013,0.8152819871902466,0.05,1.0,8
main,word,uniform,dqd,10014,0.8004487752914429,0.05,1.0,8
main,word,uniform,dqd,10015,0.8016611933708191,0.05,1.0,8
main,word,uniform,dqd,10016,0.805052638053894,0.05,1.0,8
main,word,uniform,full_query_trace,10001,0.8088327646255493,0.05,1.0,4
main,word,uniform,full_query_trace,10002,0.8026701211929321,0.05,1.0,4
main,word,uniform,full_query_trace,10003,0.8076649308204651,0.05,1.0,4
main,word,uniform,full_query_trace,10004,0.8057700395584106,0.05,1.0,4
main,word,uniform,full_query_trace,10005,0.8072865009307861,0.05,1.0,4
main,word,uniform,full_query_trace,10006,0.8044004440307617,0.05,1.0,4
main,word,uniform,full_query_trace,10007,0.80851149559021,0.05,1.0,4
main,word,uniform,full_query_trace,10008,0.8051064014434814,0.05,1.0,4
main,word,uniform,full_query_trace,10009,0.8122060298919678,0.05,1.0,4
main,word,uniform,full_query_trace,10010,0.8054152131080627,0.05,1.0,4
main,word,uniform,full_query_trace,10011,0.7971410751342773,0.05,1.0,4
main,word,uniform,full_query_trace,10012,0.8093934059143066,0.05,1.0,4
main,word,uniform,full_query_trace,10013,0.8148505091667175,0.05,1.0,4
main,word,uniform,full_query_trace,10014,0.8000175952911377,0.05,1.0,4
main,word,uniform,full_query_trace,10015,0.8019538521766663,0.05,1.0,4
main,word,uniform,full_query_trace,10016,0.80543053150177,0.05,1.0,4
main,word,uniform,query_moment_reference,10001,0.808999240398407,0.05,1.0,4
main,word,uniform,query_moment_reference,10002,0.8024265766143799,0.05,1.0,4
main,word,uniform,query_moment_reference,10003,0.8077000975608826,0.05,1.0,4
main,word,uniform,query_moment_reference,10004,0.8057913780212402,0.05,1.0,4
main,word,uniform,query_moment_reference,10005,0.8071949481964111,0.05,1.0,4
main,word,uniform,query_moment_reference,10006,0.8044720888137817,0.05,1.0,4
main,word,uniform,query_moment_reference,10007,0.8083307147026062,0.05,1.0,4
main,word,uniform,query_moment_reference,10008,0.8049232959747314,0.05,1.0,4
main,word,uniform,query_moment_reference,10009,0.8121567964553833,0.05,1.0,4
main,word,uniform,query_moment_reference,10010,0.8053787350654602,0.05,1.0,4
main,word,uniform,query_moment_reference,10011,0.7971301078796387,0.05,1.0,4
main,word,uniform,query_moment_reference,10012,0.8093204498291016,0.05,1.0,4
main,word,uniform,query_moment_reference,10013,0.8146330118179321,0.05,1.0,4
main,word,uniform,query_moment_reference,10014,0.7998325228691101,0.05,1.0,4
main,word,uniform,query_moment_reference,10015,0.8020032048225403,0.05,1.0,4
main,word,uniform,query_moment_reference,10016,0.805325984954834,0.05,1.0,4
main,word,uniform,weighted_linear_reference,10001,0.7998994499316947,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10002,0.7975151475661115,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10003,0.7992396542692056,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10004,0.7987102478823452,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10005,0.8001375077289722,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10006,0.7988335880489273,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10007,0.8001506997966351,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10008,0.8002586779062141,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10009,0.8017435972658198,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10010,0.7945794804761241,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10011,0.7926697252790695,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10012,0.8009811780661498,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10013,0.8051095950407071,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10014,0.7928544565238218,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10015,0.7947755787552518,0.0,0.0,4
main,word,uniform,weighted_linear_reference,10016,0.7941429485567391,0.0,0.0,4
main,module,observed,plain,10001,0.8931404948234558,0.02,0.0,4
main,module,observed,plain,10002,0.8791435956954956,0.02,0.0,4
main,module,observed,plain,10003,0.8642038106918335,0.02,0.0,4
main,module,observed,plain,10004,0.9120297431945801,0.02,0.0,4
main,module,observed,plain,10005,0.888279914855957,0.02,0.0,4
main,module,observed,plain,10006,0.8773038983345032,0.02,0.0,4
main,module,observed,plain,10007,0.9194092154502869,0.02,0.0,4
main,module,observed,plain,10008,0.859114408493042,0.02,0.0,4
main,module,observed,plain,10009,0.8593125939369202,0.02,0.0,4
main,module,observed,plain,10010,0.913751482963562,0.02,0.0,4
main,module,observed,plain,10011,0.8742918372154236,0.02,0.0,4
main,module,observed,plain,10012,0.9179997444152832,0.02,0.0,4
main,module,observed,plain,10013,0.9054912328720093,0.02,0.0,4
main,module,observed,plain,10014,0.9119598865509033,0.02,0.0,4
main,module,observed,plain,10015,0.9168789982795715,0.02,0.0,4
main,module,observed,plain,10016,0.8850208520889282,0.02,0.0,4
main,module,observed,write_diag,10001,0.7679276466369629,0.02,10.0,4
main,module,observed,write_diag,10002,0.6766223907470703,0.02,10.0,4
main,module,observed,write_diag,10003,0.6525475978851318,0.02,10.0,4
main,module,observed,write_diag,10004,0.7427036762237549,0.02,10.0,4
main,module,observed,write_diag,10005,0.7265987396240234,0.02,10.0,4
main,module,observed,write_diag,10006,0.7277554273605347,0.02,10.0,4
main,module,observed,write_diag,10007,0.8145304918289185,0.02,10.0,4
main,module,observed,write_diag,10008,0.726485013961792,0.02,10.0,4
main,module,observed,write_diag,10009,0.6568583846092224,0.02,10.0,4
main,module,observed,write_diag,10010,0.7468655109405518,0.02,10.0,4
main,module,observed,write_diag,10011,0.7533248066902161,0.02,10.0,4
main,module,observed,write_diag,10012,0.8397200703620911,0.02,10.0,4
main,module,observed,write_diag,10013,0.7484618425369263,0.02,10.0,4
main,module,observed,write_diag,10014,0.7667998671531677,0.02,10.0,4
main,module,observed,write_diag,10015,0.7467265129089355,0.02,10.0,4
main,module,observed,write_diag,10016,0.639297366142273,0.02,10.0,4
main,module,observed,write_trace,10001,0.6585368514060974,0.02,10.0,2
main,module,observed,write_trace,10002,0.6221007704734802,0.02,10.0,2
main,module,observed,write_trace,10003,0.5980467200279236,0.02,10.0,2
main,module,observed,write_trace,10004,0.6491838693618774,0.02,10.0,2
main,module,observed,write_trace,10005,0.6353469491004944,0.02,10.0,2
main,module,observed,write_trace,10006,0.644810676574707,0.02,10.0,2
main,module,observed,write_trace,10007,0.6874355673789978,0.02,10.0,2
main,module,observed,write_trace,10008,0.6425716876983643,0.02,10.0,2
main,module,observed,write_trace,10009,0.5929539203643799,0.02,10.0,2
main,module,observed,write_trace,10010,0.6538547277450562,0.02,10.0,2
main,module,observed,write_trace,10011,0.639153242111206,0.02,10.0,2
main,module,observed,write_trace,10012,0.6929521560668945,0.02,10.0,2
main,module,observed,write_trace,10013,0.6635014414787292,0.02,10.0,2
main,module,observed,write_trace,10014,0.6669266223907471,0.02,10.0,2
main,module,observed,write_trace,10015,0.6551830172538757,0.02,10.0,2
main,module,observed,write_trace,10016,0.6124618053436279,0.02,10.0,2
main,module,observed,dqd,10001,0.6193205714225769,0.02,10.0,2
main,module,observed,dqd,10002,0.5880913138389587,0.02,10.0,2
main,module,observed,dqd,10003,0.5769655704498291,0.02,10.0,2
main,module,observed,dqd,10004,0.6156458258628845,0.02,10.0,2
main,module,observed,dqd,10005,0.5990209579467773,0.02,10.0,2
main,module,observed,dqd,10006,0.5964299440383911,0.02,10.0,2
main,module,observed,dqd,10007,0.6300857067108154,0.02,10.0,2
main,module,observed,dqd,10008,0.5984458923339844,0.02,10.0,2
main,module,observed,dqd,10009,0.5788121223449707,0.02,10.0,2
main,module,observed,dqd,10010,0.6168186068534851,0.02,10.0,2
main,module,observed,dqd,10011,0.5966449975967407,0.02,10.0,2
main,module,observed,dqd,10012,0.6249359250068665,0.02,10.0,2
main,module,observed,dqd,10013,0.6132122278213501,0.02,10.0,2
main,module,observed,dqd,10014,0.6317228674888611,0.02,10.0,2
main,module,observed,dqd,10015,0.6262894868850708,0.02,10.0,2
main,module,observed,dqd,10016,0.5776606202125549,0.02,10.0,2
main,module,observed,full_query_trace,10001,0.6131876707077026,0.02,10.0,4
main,module,observed,full_query_trace,10002,0.5865091681480408,0.02,10.0,4
main,module,observed,full_query_trace,10003,0.5778055787086487,0.02,10.0,4
main,module,observed,full_query_trace,10004,0.6207812428474426,0.02,10.0,4
main,module,observed,full_query_trace,10005,0.5936571955680847,0.02,10.0,4
main,module,observed,full_query_trace,10006,0.5994160771369934,0.02,10.0,4
main,module,observed,full_query_trace,10007,0.6313683390617371,0.02,10.0,4
main,module,observed,full_query_trace,10008,0.6029467582702637,0.02,10.0,4
main,module,observed,full_query_trace,10009,0.577663004398346,0.02,10.0,4
main,module,observed,full_query_trace,10010,0.6127554178237915,0.02,10.0,4
main,module,observed,full_query_trace,10011,0.6008111238479614,0.02,10.0,4
main,module,observed,full_query_trace,10012,0.6257076263427734,0.02,10.0,4
main,module,observed,full_query_trace,10013,0.615429699420929,0.02,10.0,4
main,module,observed,full_query_trace,10014,0.6110943555831909,0.02,10.0,4
main,module,observed,full_query_trace,10015,0.6088053584098816,0.02,10.0,4
main,module,observed,full_query_trace,10016,0.5775347948074341,0.02,10.0,4
main,module,observed,query_moment_reference,10001,0.6130241751670837,0.02,10.0,4
main,module,observed,query_moment_reference,10002,0.5862271189689636,0.02,10.0,4
main,module,observed,query_moment_reference,10003,0.5781316161155701,0.02,10.0,4
main,module,observed,query_moment_reference,10004,0.6203046441078186,0.02,10.0,4
main,module,observed,query_moment_reference,10005,0.5937067270278931,0.02,10.0,4
main,module,observed,query_moment_reference,10006,0.5995816588401794,0.02,10.0,4
main,module,observed,query_moment_reference,10007,0.6339832544326782,0.02,10.0,4
main,module,observed,query_moment_reference,10008,0.6026301980018616,0.02,10.0,4
main,module,observed,query_moment_reference,10009,0.5778037309646606,0.02,10.0,4
main,module,observed,query_moment_reference,10010,0.6139532327651978,0.02,10.0,4
main,module,observed,query_moment_reference,10011,0.6014952063560486,0.02,10.0,4
main,module,observed,query_moment_reference,10012,0.6254270672798157,0.02,10.0,4
main,module,observed,query_moment_reference,10013,0.6155385971069336,0.02,10.0,4
main,module,observed,query_moment_reference,10014,0.6114535331726074,0.02,10.0,4
main,module,observed,query_moment_reference,10015,0.6098275780677795,0.02,10.0,4
main,module,observed,query_moment_reference,10016,0.5779702663421631,0.02,10.0,4
main,module,observed,weighted_linear_reference,10001,0.45810686234183595,0.0,0.0,4
main,module,observed,weighted_linear_reference,10002,0.4613268661556467,0.0,0.0,4
main,module,observed,weighted_linear_reference,10003,0.45148754235211996,0.0,0.0,4
main,module,observed,weighted_linear_reference,10004,0.4590739262909,0.0,0.0,4
main,module,observed,weighted_linear_reference,10005,0.45954500841581575,0.0,0.0,4
main,module,observed,weighted_linear_reference,10006,0.4614625706245806,0.0,0.0,4
main,module,observed,weighted_linear_reference,10007,0.46279804444454953,0.0,0.0,4
main,module,observed,weighted_linear_reference,10008,0.4577567139136433,0.0,0.0,4
main,module,observed,weighted_linear_reference,10009,0.4601995336445941,0.0,0.0,4
main,module,observed,weighted_linear_reference,10010,0.45097002674043163,0.0,0.0,4
main,module,observed,weighted_linear_reference,10011,0.4513054924578329,0.0,0.0,4
main,module,observed,weighted_linear_reference,10012,0.4409729036675608,0.0,0.0,4
main,module,observed,weighted_linear_reference,10013,0.4555947612399845,0.0,0.0,4
main,module,observed,weighted_linear_reference,10014,0.4483497312161438,0.0,0.0,4
main,module,observed,weighted_linear_reference,10015,0.46383635718083455,0.0,0.0,4
main,module,observed,weighted_linear_reference,10016,0.454415136830354,0.0,0.0,4
main,module,uniform,plain,10001,0.7280137538909912,0.05,0.0,4
main,module,uniform,plain,10002,0.7286404371261597,0.05,0.0,4
main,module,uniform,plain,10003,0.7313879728317261,0.05,0.0,4
main,module,uniform,plain,10004,0.7317212820053101,0.05,0.0,4
main,module,uniform,plain,10005,0.7332277894020081,0.05,0.0,4
main,module,uniform,plain,10006,0.7335108518600464,0.05,0.0,4
main,module,uniform,plain,10007,0.7327994704246521,0.05,0.0,4
main,module,uniform,plain,10008,0.7280482649803162,0.05,0.0,4
main,module,uniform,plain,10009,0.7322754859924316,0.05,0.0,4
main,module,uniform,plain,10010,0.7316251993179321,0.05,0.0,4
main,module,uniform,plain,10011,0.7327892184257507,0.05,0.0,4
main,module,uniform,plain,10012,0.7337082028388977,0.05,0.0,4
main,module,uniform,plain,10013,0.7326996326446533,0.05,0.0,4
main,module,uniform,plain,10014,0.7315093874931335,0.05,0.0,4
main,module,uniform,plain,10015,0.7324352264404297,0.05,0.0,4
main,module,uniform,plain,10016,0.7299106121063232,0.05,0.0,4
main,module,uniform,write_diag,10001,0.7294280529022217,0.02,1.0,4
main,module,uniform,write_diag,10002,0.7308789491653442,0.02,1.0,4
main,module,uniform,write_diag,10003,0.732412576675415,0.02,1.0,4
main,module,uniform,write_diag,10004,0.7322887182235718,0.02,1.0,4
main,module,uniform,write_diag,10005,0.7340168356895447,0.02,1.0,4
main,module,uniform,write_diag,10006,0.7357695698738098,0.02,1.0,4
main,module,uniform,write_diag,10007,0.7319124937057495,0.02,1.0,4
main,module,uniform,write_diag,10008,0.7309539914131165,0.02,1.0,4
main,module,uniform,write_diag,10009,0.7342447638511658,0.02,1.0,4
main,module,uniform,write_diag,10010,0.7329942584037781,0.02,1.0,4
main,module,uniform,write_diag,10011,0.7341488599777222,0.02,1.0,4
main,module,uniform,write_diag,10012,0.7333694100379944,0.02,1.0,4
main,module,uniform,write_diag,10013,0.735341489315033,0.02,1.0,4
main,module,uniform,write_diag,10014,0.7323065996170044,0.02,1.0,4
main,module,uniform,write_diag,10015,0.7335105538368225,0.02,1.0,4
main,module,uniform,write_diag,10016,0.7319316267967224,0.02,1.0,4
main,module,uniform,write_trace,10001,0.7293339371681213,0.02,1.0,8
main,module,uniform,write_trace,10002,0.7328283786773682,0.02,1.0,8
main,module,uniform,write_trace,10003,0.7328587770462036,0.02,1.0,8
main,module,uniform,write_trace,10004,0.7322136759757996,0.02,1.0,8
main,module,uniform,write_trace,10005,0.734330952167511,0.02,1.0,8
main,module,uniform,write_trace,10006,0.7366920113563538,0.02,1.0,8
main,module,uniform,write_trace,10007,0.7322003841400146,0.02,1.0,8
main,module,uniform,write_trace,10008,0.731985330581665,0.02,1.0,8
main,module,uniform,write_trace,10009,0.7365007400512695,0.02,1.0,8
main,module,uniform,write_trace,10010,0.7343981266021729,0.02,1.0,8
main,module,uniform,write_trace,10011,0.7351071238517761,0.02,1.0,8
main,module,uniform,write_trace,10012,0.7345709800720215,0.02,1.0,8
main,module,uniform,write_trace,10013,0.7363219261169434,0.02,1.0,8
main,module,uniform,write_trace,10014,0.7331457734107971,0.02,1.0,8
main,module,uniform,write_trace,10015,0.7343480587005615,0.02,1.0,8
main,module,uniform,write_trace,10016,0.7326107621192932,0.02,1.0,8
main,module,uniform,dqd,10001,0.7295452356338501,0.02,1.0,8
main,module,uniform,dqd,10002,0.7329826354980469,0.02,1.0,8
main,module,uniform,dqd,10003,0.7326446175575256,0.02,1.0,8
main,module,uniform,dqd,10004,0.7321272492408752,0.02,1.0,8
main,module,uniform,dqd,10005,0.7342650294303894,0.02,1.0,8
main,module,uniform,dqd,10006,0.737063467502594,0.02,1.0,8
main,module,uniform,dqd,10007,0.7327559590339661,0.02,1.0,8
main,module,uniform,dqd,10008,0.7320255041122437,0.02,1.0,8
main,module,uniform,dqd,10009,0.7369465231895447,0.02,1.0,8
main,module,uniform,dqd,10010,0.7341387867927551,0.02,1.0,8
main,module,uniform,dqd,10011,0.7348009943962097,0.02,1.0,8
main,module,uniform,dqd,10012,0.7341818809509277,0.02,1.0,8
main,module,uniform,dqd,10013,0.736205518245697,0.02,1.0,8
main,module,uniform,dqd,10014,0.7334141731262207,0.02,1.0,8
main,module,uniform,dqd,10015,0.7345004677772522,0.02,1.0,8
main,module,uniform,dqd,10016,0.7323933839797974,0.02,1.0,8
main,module,uniform,full_query_trace,10001,0.7295650839805603,0.02,1.0,4
main,module,uniform,full_query_trace,10002,0.7313719391822815,0.02,1.0,4
main,module,uniform,full_query_trace,10003,0.7331680059432983,0.02,1.0,4
main,module,uniform,full_query_trace,10004,0.7320343852043152,0.02,1.0,4
main,module,uniform,full_query_trace,10005,0.7343765497207642,0.02,1.0,4
main,module,uniform,full_query_trace,10006,0.7362566590309143,0.02,1.0,4
main,module,uniform,full_query_trace,10007,0.7322465777397156,0.02,1.0,4
main,module,uniform,full_query_trace,10008,0.7317183613777161,0.02,1.0,4
main,module,uniform,full_query_trace,10009,0.7352617383003235,0.02,1.0,4
main,module,uniform,full_query_trace,10010,0.7331544756889343,0.02,1.0,4
main,module,uniform,full_query_trace,10011,0.7341382503509521,0.02,1.0,4
main,module,uniform,full_query_trace,10012,0.7334699630737305,0.02,1.0,4
main,module,uniform,full_query_trace,10013,0.7356893420219421,0.02,1.0,4
main,module,uniform,full_query_trace,10014,0.732463538646698,0.02,1.0,4
main,module,uniform,full_query_trace,10015,0.7338025569915771,0.02,1.0,4
main,module,uniform,full_query_trace,10016,0.7324379682540894,0.02,1.0,4
main,module,uniform,query_moment_reference,10001,0.7296851873397827,0.02,1.0,4
main,module,uniform,query_moment_reference,10002,0.7315011024475098,0.02,1.0,4
main,module,uniform,query_moment_reference,10003,0.7332015037536621,0.02,1.0,4
main,module,uniform,query_moment_reference,10004,0.7322952747344971,0.02,1.0,4
main,module,uniform,query_moment_reference,10005,0.7343040704727173,0.02,1.0,4
main,module,uniform,query_moment_reference,10006,0.7360928058624268,0.02,1.0,4
main,module,uniform,query_moment_reference,10007,0.7320367693901062,0.02,1.0,4
main,module,uniform,query_moment_reference,10008,0.7315548062324524,0.02,1.0,4
main,module,uniform,query_moment_reference,10009,0.7348291873931885,0.02,1.0,4
main,module,uniform,query_moment_reference,10010,0.733201265335083,0.02,1.0,4
main,module,uniform,query_moment_reference,10011,0.7343531250953674,0.02,1.0,4
main,module,uniform,query_moment_reference,10012,0.7334871888160706,0.02,1.0,4
main,module,uniform,query_moment_reference,10013,0.7355114817619324,0.02,1.0,4
main,module,uniform,query_moment_reference,10014,0.7324826121330261,0.02,1.0,4
main,module,uniform,query_moment_reference,10015,0.7336852550506592,0.02,1.0,4
main,module,uniform,query_moment_reference,10016,0.7323764562606812,0.02,1.0,4
main,module,uniform,weighted_linear_reference,10001,0.7262363561516987,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10002,0.726924691776266,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10003,0.728029140065588,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10004,0.729537608359092,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10005,0.7306311722728557,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10006,0.7322526066516843,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10007,0.7291901839928234,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10008,0.7268934550466969,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10009,0.7293226684542377,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10010,0.7295439413328895,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10011,0.7311378917685407,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10012,0.730046725175939,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10013,0.7316607752588999,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10014,0.7290715855572025,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10015,0.7306520702619169,0.0,0.0,4
main,module,uniform,weighted_linear_reference,10016,0.7286586863098269,0.0,0.0,4
