suite,task,condition,method,mean,std,se,ci_low,ci_high,gain_vs_plain_percent,eta,beta,rank,grid_size,elapsed_seconds
robustness,module,alpha_0.00,plain,0.7315189242362976,0.001879964242523239,0.00046999106063080973,0.7305171620036991,0.7325206864688961,0.0,0.05,0.0,4,5,17.70297408103943
robustness,module,alpha_0.00,write_trace,0.733715433627367,0.0019516252415825125,0.0004879063103956281,0.7326754859437987,0.7347553813109353,-0.300266926568244,0.02,1.0,8,75,108.68791580200195
robustness,module,alpha_0.00,dqd,0.7337494641542435,0.0019585094272117813,0.0004896273568029453,0.7327058481470924,0.7347930801613946,-0.3049189630021582,0.02,1.0,8,75,121.16760635375977
robustness,module,alpha_0.00,full_query_trace,0.7331972122192383,0.0017250058171301337,0.0004312514542825334,0.7322780215029859,0.7341164029354906,-0.2294250944625662,0.02,1.0,4,25,65.07897734642029
robustness,module,alpha_0.25,plain,0.755747877061367,0.00274430127197137,0.0006860753179928425,0.7542855421366117,0.7572102119861224,0.0,0.02,0.0,4,5,40.154019832611084
robustness,module,alpha_0.25,write_trace,0.7366654388606548,0.002993486505754173,0.0007483716264385432,0.7350703224975729,0.7382605552237368,2.5249741057708195,0.02,3.0,2,75,104.73450374603271
robustness,module,alpha_0.25,dqd,0.7339642643928528,0.003287472427332664,0.000821868106833166,0.7322124939900335,0.735716034795672,2.882391513055539,0.02,3.0,4,75,54.49253463745117
robustness,module,alpha_0.25,full_query_trace,0.732958223670721,0.0023695454579829543,0.0005923863644957386,0.7316955820233211,0.734220865318121,3.015510077151755,0.02,3.0,4,25,35.89095139503479
robustness,module,alpha_0.50,plain,0.7952971756458282,0.009659850304732999,0.0024149625761832496,0.7901498047602797,0.8004445465313768,0.0,0.02,0.0,4,5,20.761954307556152
robustness,module,alpha_0.50,write_trace,0.7187965847551823,0.012021105393164118,0.0030052763482910296,0.7123909898483372,0.7252021796620274,9.61912015197627,0.02,3.0,2,75,63.90650033950806
robustness,module,alpha_0.50,dqd,0.7027528621256351,0.006704687701601902,0.0016761719254004756,0.699180186236961,0.7063255380143093,11.636444382572044,0.02,10.0,2,75,59.03211688995361
robustness,module,alpha_0.50,full_query_trace,0.702076006680727,0.007201834908370226,0.0018004587270925565,0.6982384197450673,0.7059135936163867,11.721551618663822,0.02,10.0,4,25,29.90746784210205
robustness,module,alpha_0.75,plain,0.8502099588513374,0.016512579046115843,0.004128144761528961,0.8414110265753735,0.8590088911273014,0.0,0.02,0.0,4,5,21.893049001693726
robustness,module,alpha_0.75,write_trace,0.6775666773319244,0.02140832866537581,0.005352082166343953,0.6661589842306744,0.6889743704331744,20.305958513195957,0.02,10.0,2,75,58.427497148513794
robustness,module,alpha_0.75,dqd,0.6486854031682014,0.015455737842697985,0.0038639344606744962,0.6404496218179258,0.6569211845184771,23.702916389664797,0.02,10.0,2,75,52.654518842697144
robustness,module,alpha_0.75,full_query_trace,0.6480378471314907,0.0142273682060764,0.0035568420515191,0.640456617757154,0.6556190765058274,23.779080639444416,0.02,10.0,4,25,42.99155306816101
robustness,module,alpha_1.00,plain,0.8923332318663597,0.021879083369828828,0.005469770842457207,0.8806746912898906,0.9039917724428288,0.0,0.02,0.0,4,5,43.84768223762512
robustness,module,alpha_1.00,write_trace,0.6446887515485287,0.02820683149289856,0.00705170787322464,0.6296583920067269,0.6597191110903304,27.752466396423475,0.02,10.0,2,75,84.59687995910645
robustness,module,alpha_1.00,dqd,0.6056314148008823,0.019044295709166097,0.004761073927291524,0.5954834259421825,0.6157794036595822,32.12945644373528,0.02,10.0,2,75,68.27403163909912
robustness,module,alpha_1.00,full_query_trace,0.6034670881927013,0.017103272124026826,0.0042758180310067066,0.5943533977936177,0.612580778591785,32.37200334559773,0.02,10.0,4,25,36.01407217979431
robustness,module,alpha_1.25,plain,0.9142470695078373,0.022497277765908017,0.005624319441477004,0.9022591163902207,0.9262350226254539,0.0,0.02,0.0,4,5,21.857619285583496
robustness,module,alpha_1.25,write_trace,0.6278599128127098,0.03374575243427343,0.008436438108568357,0.6098780706400624,0.6458417549853572,31.324919296629197,0.02,10.0,2,75,56.664222955703735
robustness,module,alpha_1.25,dqd,0.5821115933358669,0.021732271871665872,0.005433067967916468,0.5705312830846585,0.5936919035870754,36.328853244316925,0.02,10.0,2,75,73.95384693145752
robustness,module,alpha_1.25,full_query_trace,0.5792790316045284,0.020370838920053758,0.005092709730013439,0.5684241777648258,0.5901338854442311,36.63867777926056,0.02,10.0,4,25,37.09648585319519
